NewsID,Category,Subcategory,Title
N48273,news,newsus,new data show arizona firefighter cancer claim denied
N37977,sports,baseball_mlb,giancarlo stanton yankee lineup game astros
N1725,autos,autossema,brown sugar custom rv dying see sema
N54234,sports,football_ncaa,college football ranking slumping syracuse gone top bottom season
N64255,weather,weathertopstories,brace yourselves first snow flake season may hit nyc thursday
N11641,news,newscrime,atatiana jefferson yelled pain shot officer arrest warrant say
N26229,finance,markets,world awash oil perry see shale boom barreling ahead
N60068,finance,markets,radical manifesto embraced google worker uber driver
N35458,finance,markets,brazil oil auction total disaster bidder stay away
N27966,lifestyle,voices,husband family meeting every week saved marriage became mom
N2734,news,newsus,robber killed lithia woman home invasion
N51571,video,news,court hears appeal jodi aria murder conviction
N15666,tv,tv-celebrity,pretty little mama shay mitchell give birth st child boyfriend
N30884,sports,football_nfl,grading nfl team halfway mark season
N49827,sports,baseball_mlb,red sox introduce chief baseball officer chaim bloom
N55571,sports,mma,ufc kelvin gastelum promise make real change
N60894,news,newsgoodnews,touching moment see owner reunited painting stolen decade ago
N56207,autos,autosownership,thing car mechanic would
N13488,video,animals,clever dog try hide guilt hysterical smile
N18601,news,newsscienceandtechnology,in fuyao expanding production capacity
N34188,sports,baseball_mlb,mlb rumor j d martinez remain red sox opt deal
N49287,finance,finance-savemoney,extra grocery cost probably forgetting
N60636,sports,more_sports,tiger wood tie pga tour title ever nd career victory zozo championship
N53936,finance,finance-technology,download yahoo group data
N41518,sports,football_nfl_videos,panther v er highlight week
N42192,news,newsworld,kurd turkey accuse cease fire violation
N45108,sports,football_nfl,danielle hunter claim sack record
N54086,sports,basketball_nba,magic finally player want orlando much commentary
N55855,news,newspolitics,rispone slam ad linking david duke louisiana race
N3676,foodanddrink,recipes,paul rudd split apple half bare hand honestly wild watch
N20965,news,newsworld,pompeo meet netanyahu israel turkey meeting
N54202,travel,travelnews,dangerous mind brewing company south florida newest brewery open pompano citi centre
N39630,news,newscrime,man charged wife shooting victim critical condition
N1886,entertainment,gaming,week game play witcher anywhere want
N44851,news,newsus,earthquake quake rattle los angeles area centered compton
N18617,foodanddrink,foodnews,amazing food festival another reason love hawaii
N13585,video,animals,grey flamingo hatchling run flock oklahoma zoo
N33042,sports,football_ncaa,memphis football day remember end win set stage giannotto
N4220,news,newspolitics,diamonstein remembered public service friendship
N19593,autos,autossports,aston martin vantage amr manual deserves shift better
N441,news,newsus,spooky trend student starting petition cancel school day halloween
N46968,travel,travelarticle,portion belcher road closed water main break
N24032,foodanddrink,tipsandtricks,best worst pumpkin flavored food item grocery store
N40286,finance,markets,state farm bankruptcy
N11717,sports,football_nfl,bridgewater throw tds surging saint top bear
N39863,movies,reviews,terminator dark fate film review
N18135,news,newscrime,cop drag black american u student apartment report
N55211,news,newsworld,militant kill kashmir people afraid go work
N3854,news,newsgoodnews,first job training service dog prison dog go transform veteran life
N22702,lifestyle,lifestylebuzz,fire damage st bernadette catholic school south seattle
N31291,finance,personalfinance,married essential money move
N40075,sports,football_ncaa,winner loser predicting first college football playoff ranking look like
N58004,news,newsus,amazing video show trooper rescue driver second train collision
N48027,sports,football_nfl,sideline cameraman film tumble cowboy jet
N49272,sports,football_nfl,nfl week denver bronco v indianapolis colt key game
N4203,autos,autosenthusiasts,horsepower club
N47316,video,popculture,candidate get real late show stephen colbert
N16710,finance,markets,value america natural resource revealed
N10487,health,medical,grim fact vaping illness epidemic
N52874,entertainment,entertainment-celebrity,john legend clarifies recent kanye west comment plus news
N11116,entertainment,celebrity,debunking week tabloid story oct
N17248,sports,basketball_nba,shaq speaks nba china situation daryl morey right
N16675,finance,markets,going dutch low interest rate rattle world best pension system
N5695,travel,travelarticle,ranked country expat happiest
N30521,news,newscrime,year old girl hit bullet upstate mother held her police say
N26099,news,newspolitics,republican grind impeachment inquiry halt picture darkens trump
N56009,health,medical,los angeles choked unhealthy air thanks tick fire
N28144,finance,finance-real-estate,san francisco losing resident expensive nearly everyone
N42356,sports,football_nfl,trade tracker would team rather rashaad penny le veon bell
N51151,autos,autospassenger,hyundai sonata design dive deep sonata radical new look
N61872,news,newsus,clemson wyff create academic partnership housing satellite news bureau
N56688,health,wellness,lisa rinna flaunted insanely sculpted ab fan believe
N43477,finance,financenews,home affected damage gas line crew going door door
N18815,music,music-celebrity,maren morris ryan hurd expecting see announcement
N58529,sports,football_ncaa,louisville flip local standout jordan watkins
N11978,news,newsscienceandtechnology,robot bee crash wall without taking damage
N41087,tv,tvvideos,the masked singer find eagle wa
N46284,sports,football_ncaa,florida georgia game always last deadlock
N36019,sports,football_nfl,brown odell beckham jr said dream teammate tom brady
N51085,news,newsus,cheapest apartment rent westchase houston
N33250,travel,travelarticle,donor contribute allentown row house fire relief fund three day
N39533,travel,traveltips,drinking age international flight
N60240,sports,baseball_mlb,reusse covering world series great started lasting long
N4580,finance,markets,america get cocoa agricultural import
N45256,finance,finance-real-estate,ann arbor dole k affordable housing
N39048,sports,football_nfl,roger goodell offer vague response question antonio brown
N63664,sports,football_nfl,raven news potential suitor leonard williams
N62099,news,newsscienceandtechnology,google pixel pixel xl new phone challenge apple samsung
N2003,lifestyle,lifestylebuzz,wave crashed couple beach wedding photo shoot stunning picture going viral
N50258,news,newspolitics,trump feud susan rice syria
N43076,news,newsus,smoke reported inside terminal lax
N53199,sports,baseball_mlb,mother nature deal body blow yankee world series hope
N61939,news,newscrime,deputy investigating death west orlando ivey lane student rerouted carver middle
N28991,sports,football_nfl,skin stats snap redskin viking offense
N8188,autos,autostrucks,toyota tundra trd pro review two thing like two
N35851,video,viral,watch ocasio cortez grill mark zuckerberg hearing
N49313,news,newsus,boca police report shooting town center mall
N33137,news,newsworld,north versailles man killed crash tri boro expressway
N36361,news,newsus,ice rescinds half million dollar fine undocumented immigrant living ohio church
N60851,news,newsus,police activity sunrail track causing cancellation delay
N49349,travel,traveltips,i ve lived seattle year half best cheap free thing visit
N53782,news,newsoffbeat,chris brown hold yard sale home drawing crowd lapd
N31075,news,newsworld,exhumation spain reburies franco discreet tomb
N11096,sports,football_nfl,arrowheadlines madden curse real
N54026,news,newsworld,china defense minister say resolving taiwan question national priority
N36520,sports,football_ncaa,learning nebraska
N21256,travel,travelnews,off duty firefighter save passenger life mid flight cardiac arrest
N20142,news,newspolitics,criticizing chicago afar president donald trump get chance person today
N10059,news,newsus,soldier wounded searching bergdahl dy
N47974,foodanddrink,newstrends,four prominent dayton area restaurant may get new ownership
N5376,sports,basketball_nba,anthony davis always trade superstar
N41386,sports,football_nfl,film breakdown j d mckissic bring kerryon absence
N32769,health,medical,military exchange ban vape sale
N2071,sports,football_nfl,century link seahawks prepare host raven
N35178,news,newsworld,trump said favor leaving hundred troop eastern syria
N22452,sports,racing,nascar betting odds line martinsville playoff race
N9173,news,newscrime,clemson university employee arrested falsely obtaining fund warrant say
N52948,sports,baseball_mlb,oriole chris davis set record m donation university maryland child hospital
N25472,sports,football_nfl,it looked deformed chief player on field reaction patrick mahomes injury
N742,news,newscrime,attorney seek new competency evaluation man accused cannibalism case
N58821,news,newsus,house fire rushford sends six hospital serious injury
N35742,lifestyle,lifestylefamily,gofundme page set yukon boy w special need physically beaten student
N6478,video,news,napa valley preparing climate change
N62885,travel,travelnews,apache tribe warns searching missing wwii plane
N44063,sports,football_ncaa,coroner rule death georgia southern jordan wiggins suicide
